transaction_id,customer_id,catagory,quantity,price_per_unit,total_spend,transaction_date,year,month,day
3503166,CUST_03,Butchers,2,14,28.0,2024-10-25,2024,10,25
3503821,CUST_23,Food,4,22,86.0,2023-08-10,2023,8,10
3503862,CUST_07,Patisserie,9,5,45.0,2022-03-08,2022,3,8
3504313,CUST_11,Beverages,1,14,14.0,2023-11-07,2023,11,7
3504901,CUST_01,Electric household essentials,1,11,11.0,2022-12-06,2022,12,6
3505141,CUST_15,Electric household essentials,10,13,125.0,2025-01-01,2025,1,1
3506491,CUST_20,Food,9,13,112.5,2024-03-16,2024,3,16
3507613,CUST_03,Patisserie,3,5,15.0,2023-11-27,2023,11,27
3508176,CUST_08,Furniture,6,16,93.0,2025-01-09,2025,1,9
3508457,CUST_02,Patisserie,1,20,20.0,2022-04-25,2022,4,25
3509178,CUST_18,Butchers,1,31,30.5,2024-12-09,2024,12,9
3511587,CUST_15,Food,6,23,138.0,2023-09-27,2023,9,27
3512164,CUST_19,Patisserie,10,26,260.0,2022-08-20,2022,8,20
3512388,CUST_14,Furniture,10,11,110.0,2024-03-30,2024,3,30
3513460,CUST_02,Milk Products,6,37,219.0,2023-07-11,2023,7,11
3513596,CUST_08,Computers and electric accessories,1,20,20.0,2022-06-12,2022,6,12
3513732,CUST_11,Butchers,3,23,69.0,2023-03-29,2023,3,29
3513914,CUST_20,Computers and electric accessories,6,22,129.0,2025-01-11,2025,1,11
3514548,CUST_18,Electric household essentials,1,41,41.0,2024-04-05,2024,4,5
3514972,CUST_20,Milk Products,3,32,96.0,2023-10-13,2023,10,13
3515217,CUST_03,Patisserie,4,29,116.0,2022-11-03,2022,11,3
3515383,CUST_07,Computers and electric accessories,6,19,111.0,2023-09-13,2023,9,13
3515984,CUST_22,Milk Products,8,7,52.0,2022-10-02,2022,10,2
3516710,CUST_11,Computers and electric accessories,5,20,100.0,2024-06-26,2024,6,26
3516808,CUST_25,Beverages,9,8,72.0,2023-10-20,2023,10,20
3518477,CUST_20,Patisserie,8,8,64.0,2022-03-14,2022,3,14
3519483,CUST_03,Butchers,8,16,124.0,2022-12-16,2022,12,16
3519634,CUST_19,Butchers,7,26,182.0,2022-09-28,2022,9,28
3519817,CUST_22,Butchers,4,31,122.0,2022-06-14,2022,6,14
3520780,CUST_03,Furniture,3,19,55.5,2022-04-30,2022,4,30
3520967,CUST_15,Butchers,4,13,50.0,2023-01-17,2023,1,17
3521280,CUST_17,Beverages,9,28,247.5,2022-01-22,2022,1,22
3521530,CUST_11,Beverages,5,25,122.5,2023-01-30,2023,1,30
3521719,CUST_22,Patisserie,0,0,0.0,2022-10-15,2022,10,15
3521811,CUST_12,Patisserie,1,29,29.0,2024-09-07,2024,9,7
3522256,CUST_16,Butchers,0,0,0.0,2024-05-02,2024,5,2
3522960,CUST_10,Electric household essentials,1,22,21.5,2023-08-01,2023,8,1
3523660,CUST_10,Patisserie,2,26,52.0,2022-05-13,2022,5,13
3525189,CUST_04,Furniture,4,10,38.0,2024-01-25,2024,1,25
3525275,CUST_21,Food,1,20,20.0,2024-03-16,2024,3,16
3525754,CUST_06,Beverages,1,14,14.0,2024-02-16,2024,2,16
3526562,CUST_24,Butchers,1,29,29.0,2024-10-27,2024,10,27
3527658,CUST_03,Beverages,8,17,136.0,2024-02-28,2024,2,28
3528512,CUST_02,Food,3,20,60.0,2023-02-09,2023,2,9
3530165,CUST_23,Computers and electric accessories,9,28,247.5,2024-01-01,2024,1,1
3531543,CUST_21,Computers and electric accessories,7,8,56.0,2024-07-17,2024,7,17
3531848,CUST_23,Electric household essentials,9,37,328.5,2022-04-08,2022,4,8
3534253,CUST_14,Patisserie,3,25,73.5,2022-12-22,2022,12,22
3534846,CUST_10,Beverages,7,25,171.5,2023-06-22,2023,6,22
3535824,CUST_02,Computers and electric accessories,5,34,167.5,2024-11-16,2024,11,16
3537194,CUST_08,Computers and electric accessories,3,26,78.0,2024-04-13,2024,4,13
3537664,CUST_16,Computers and electric accessories,4,25,98.0,2023-09-09,2023,9,9
3537865,CUST_21,Milk Products,0,0,0.0,2022-11-06,2022,11,6
3541009,CUST_04,Beverages,6,5,30.0,2023-12-29,2023,12,29
3541663,CUST_25,Furniture,5,7,32.5,2023-07-19,2023,7,19
3542101,CUST_24,Patisserie,8,38,304.0,2023-08-25,2023,8,25
3543537,CUST_07,Milk Products,0,0,0.0,2024-01-11,2024,1,11
3543865,CUST_09,Computers and electric accessories,1,22,21.5,2023-11-20,2023,11,20
3544848,CUST_12,Patisserie,6,22,129.0,2022-07-22,2022,7,22
3545055,CUST_09,Milk Products,4,14,56.0,2024-09-12,2024,9,12
3545596,CUST_10,Beverages,7,19,129.5,2023-03-26,2023,3,26
3546074,CUST_10,Beverages,7,8,56.0,2024-11-20,2024,11,20
3546275,CUST_22,Food,4,41,164.0,2024-08-01,2024,8,1
3546752,CUST_20,Furniture,8,32,256.0,2022-03-31,2022,3,31
3547519,CUST_16,Butchers,7,41,287.0,2022-02-02,2022,2,2
3547918,CUST_09,Butchers,1,17,17.0,2022-07-16,2022,7,16
3548100,CUST_18,Beverages,5,29,145.0,2024-12-06,2024,12,6
3549273,CUST_20,Furniture,9,20,180.0,2023-08-01,2023,8,1
3552188,CUST_23,Food,1,19,18.5,2022-08-03,2022,8,3
3553069,CUST_21,Electric household essentials,9,40,355.5,2022-07-21,2022,7,21
3553497,CUST_05,Beverages,9,16,139.5,2023-04-28,2023,4,28
3554015,CUST_24,Milk Products,2,5,10.0,2024-02-14,2024,2,14
3554058,CUST_02,Food,0,0,0.0,2022-08-24,2022,8,24
3555481,CUST_24,Butchers,1,31,30.5,2024-03-09,2024,3,9
3556254,CUST_04,Patisserie,1,37,36.5,2022-09-23,2022,9,23
3557407,CUST_16,Furniture,3,10,28.5,2024-03-18,2024,3,18
3557485,CUST_22,Electric household essentials,1,16,15.5,2024-07-01,2024,7,1
3557501,CUST_08,Food,6,8,48.0,2024-01-10,2024,1,10
3557526,CUST_21,Computers and electric accessories,9,28,247.5,2023-12-25,2023,12,25
3559457,CUST_23,Food,3,13,37.5,2024-01-17,2024,1,17
3559481,CUST_08,Beverages,8,20,160.0,2023-01-10,2023,1,10
3561701,CUST_02,Food,7,41,287.0,2024-01-30,2024,1,30
3562995,CUST_04,Computers and electric accessories,8,22,172.0,2024-02-25,2024,2,25
3564962,CUST_01,Electric household essentials,10,10,95.0,2022-03-05,2022,3,5
3565022,CUST_15,Patisserie,2,20,40.0,2024-09-03,2024,9,3
3568126,CUST_24,Electric household essentials,6,28,165.0,2022-10-18,2022,10,18
3568403,CUST_18,Electric household essentials,3,35,105.0,2022-02-02,2022,2,2
3571425,CUST_17,Beverages,8,10,76.0,2023-03-23,2023,3,23
3571860,CUST_20,Furniture,3,34,100.5,2024-01-15,2024,1,15
3572301,CUST_20,Computers and electric accessories,9,28,247.5,2023-11-03,2023,11,3
3572849,CUST_05,Food,6,41,246.0,2023-05-08,2023,5,8
3572918,CUST_19,Electric household essentials,1,13,12.5,2022-02-16,2022,2,16
3573477,CUST_18,Milk Products,0,0,0.0,2023-08-22,2023,8,22
3574025,CUST_18,Milk Products,8,5,40.0,2024-10-06,2024,10,6
3575121,CUST_17,Food,8,22,172.0,2022-09-06,2022,9,6
3575373,CUST_17,Milk Products,9,5,45.0,2024-12-29,2024,12,29
3575644,CUST_15,Butchers,3,41,123.0,2023-05-26,2023,5,26
3576007,CUST_24,Beverages,3,37,109.5,2023-09-10,2023,9,10
3576295,CUST_01,Beverages,7,38,266.0,2024-08-06,2024,8,6
3577627,CUST_25,Beverages,1,37,36.5,2024-06-24,2024,6,24
3577635,CUST_23,Butchers,8,35,280.0,2024-01-09,2024,1,9
3578887,CUST_22,Electric household essentials,4,38,152.0,2024-06-24,2024,6,24
3579349,CUST_11,Furniture,7,26,182.0,2022-12-11,2022,12,11
3580823,CUST_11,Butchers,8,8,64.0,2022-06-26,2022,6,26
3581464,CUST_11,Furniture,7,16,108.5,2022-01-07,2022,1,7
3581663,CUST_20,Electric household essentials,1,11,11.0,2024-12-29,2024,12,29
3581677,CUST_11,Patisserie,4,25,98.0,2022-03-17,2022,3,17
3582432,CUST_20,Beverages,9,17,153.0,2023-02-04,2023,2,4
3582606,CUST_08,Furniture,3,26,78.0,2024-09-23,2024,9,23
3583888,CUST_06,Food,8,25,196.0,2023-10-23,2023,10,23
3584590,CUST_25,Beverages,5,25,122.5,2023-09-05,2023,9,5
3584985,CUST_02,Computers and electric accessories,2,28,55.0,2024-11-22,2024,11,22
3586844,CUST_13,Patisserie,4,8,32.0,2024-11-05,2024,11,5
3587475,CUST_02,Food,6,10,57.0,2022-05-18,2022,5,18
3587629,CUST_19,Computers and electric accessories,4,7,26.0,2022-09-06,2022,9,6
3588227,CUST_22,Butchers,8,37,292.0,2022-05-09,2022,5,9
3588286,CUST_22,Beverages,7,28,192.5,2024-02-03,2024,2,3
3589576,CUST_18,Furniture,6,26,156.0,2023-10-20,2023,10,20
3591977,CUST_14,Furniture,5,25,122.5,2023-12-12,2023,12,12
3592034,CUST_11,Milk Products,3,37,109.5,2024-05-27,2024,5,27
3592627,CUST_03,Furniture,4,7,26.0,2024-08-28,2024,8,28
3593095,CUST_03,Computers and electric accessories,3,32,96.0,2024-05-31,2024,5,31
3593226,CUST_13,Patisserie,10,29,290.0,2022-01-18,2022,1,18
3594131,CUST_11,Food,2,17,34.0,2024-03-22,2024,3,22
3595305,CUST_03,Computers and electric accessories,1,32,32.0,2023-04-16,2023,4,16
3597074,CUST_05,Beverages,7,8,56.0,2023-11-18,2023,11,18
3598923,CUST_16,Computers and electric accessories,8,11,88.0,2024-07-18,2024,7,18
3598978,CUST_17,Butchers,0,0,0.0,2023-10-24,2023,10,24
3599137,CUST_19,Milk Products,10,37,365.0,2024-08-03,2024,8,3
3599152,CUST_03,Furniture,7,5,35.0,2022-03-29,2022,3,29
3599175,CUST_06,Patisserie,5,13,62.5,2024-03-09,2024,3,9
3599576,CUST_15,Furniture,6,35,210.0,2024-06-05,2024,6,5
3599726,CUST_06,Furniture,2,7,13.0,2022-11-25,2022,11,25
3600908,CUST_15,Furniture,2,26,52.0,2024-09-15,2024,9,15
3601742,CUST_06,Electric household essentials,9,32,288.0,2022-11-05,2022,11,5
3602634,CUST_21,Food,6,35,210.0,2023-06-14,2023,6,14
3603189,CUST_03,Food,5,13,62.5,2022-03-02,2022,3,2
3603496,CUST_03,Computers and electric accessories,8,37,292.0,2023-11-08,2023,11,8
3603564,CUST_21,Electric household essentials,6,32,192.0,2024-01-09,2024,1,9
3604177,CUST_13,Food,7,37,255.5,2022-05-01,2022,5,1
3604276,CUST_09,Butchers,3,37,109.5,2024-02-09,2024,2,9
3604299,CUST_07,Furniture,4,40,158.0,2022-01-23,2022,1,23
3604823,CUST_11,Milk Products,7,11,77.0,2023-08-05,2023,8,5
3605723,CUST_04,Furniture,0,0,0.0,2023-05-27,2023,5,27
3608682,CUST_24,Computers and electric accessories,1,7,6.5,2024-07-25,2024,7,25
3609312,CUST_21,Milk Products,5,34,167.5,2024-11-03,2024,11,3
3609446,CUST_01,Butchers,9,8,72.0,2022-12-27,2022,12,27
3610195,CUST_06,Patisserie,2,34,67.0,2022-09-09,2022,9,9
3614090,CUST_23,Beverages,7,35,245.0,2024-12-01,2024,12,1
3614311,CUST_01,Patisserie,10,10,95.0,2023-01-29,2023,1,29
3614727,CUST_18,Computers and electric accessories,7,41,287.0,2022-01-12,2022,1,12
3615491,CUST_02,Patisserie,7,17,119.0,2023-09-25,2023,9,25
3615748,CUST_01,Computers and electric accessories,7,28,192.5,2024-12-06,2024,12,6
3617161,CUST_10,Computers and electric accessories,7,22,150.5,2022-04-16,2022,4,16
3617341,CUST_16,Furniture,7,14,98.0,2022-05-05,2022,5,5
3619820,CUST_12,Food,7,31,213.5,2023-12-23,2023,12,23
3619946,CUST_18,Furniture,9,11,99.0,2022-05-04,2022,5,4
3620185,CUST_08,Milk Products,2,29,58.0,2023-01-31,2023,1,31
3620925,CUST_16,Electric household essentials,3,41,123.0,2022-04-22,2022,4,22
3622317,CUST_13,Electric household essentials,2,19,37.0,2023-02-25,2023,2,25
3622835,CUST_10,Furniture,3,19,55.5,2024-04-15,2024,4,15
3623366,CUST_06,Beverages,1,22,21.5,2025-01-05,2025,1,5
3624008,CUST_09,Food,2,40,79.0,2023-01-28,2023,1,28
3624582,CUST_15,Milk Products,9,28,247.5,2022-02-04,2022,2,4
3625111,CUST_02,Patisserie,6,28,165.0,2024-02-04,2024,2,4
3625744,CUST_23,Food,6,20,120.0,2024-08-29,2024,8,29
3626927,CUST_09,Milk Products,2,23,46.0,2022-06-24,2022,6,24
3627669,CUST_13,Patisserie,4,41,164.0,2024-11-12,2024,11,12
3628073,CUST_08,Butchers,8,26,208.0,2022-01-26,2022,1,26
3629874,CUST_23,Butchers,8,14,112.0,2024-09-18,2024,9,18
3630133,CUST_24,Food,10,23,230.0,2023-07-26,2023,7,26
3631452,CUST_12,Patisserie,7,29,203.0,2024-04-15,2024,4,15
3631999,CUST_11,Butchers,4,5,20.0,2022-12-01,2022,12,1
3632878,CUST_13,Milk Products,10,23,230.0,2022-11-20,2022,11,20
3633144,CUST_24,Milk Products,8,11,88.0,2024-03-01,2024,3,1
3634752,CUST_06,Patisserie,1,25,24.5,2022-07-08,2022,7,8
3634960,CUST_19,Food,6,13,75.0,2023-07-29,2023,7,29
3635106,CUST_24,Computers and electric accessories,4,38,152.0,2022-03-11,2022,3,11
3635610,CUST_07,Electric household essentials,7,38,266.0,2022-06-20,2022,6,20
3635725,CUST_04,Furniture,5,35,175.0,2024-06-22,2024,6,22
3636688,CUST_23,Patisserie,8,25,196.0,2025-01-05,2025,1,5
3636944,CUST_22,Butchers,4,26,104.0,2024-10-29,2024,10,29
3638067,CUST_11,Electric household essentials,0,0,0.0,2022-04-21,2022,4,21
3638356,CUST_08,Milk Products,1,23,23.0,2022-05-10,2022,5,10
3638611,CUST_10,Patisserie,3,10,28.5,2022-04-20,2022,4,20
3639113,CUST_12,Electric household essentials,1,19,18.5,2023-04-19,2023,4,19
3640084,CUST_08,Patisserie,7,23,161.0,2022-10-24,2022,10,24
3641374,CUST_05,Furniture,8,16,124.0,2022-12-04,2022,12,4
3641566,CUST_10,Beverages,5,26,130.0,2023-10-28,2023,10,28
3642410,CUST_12,Milk Products,2,14,28.0,2024-10-08,2024,10,8
3642493,CUST_06,Furniture,5,26,130.0,2024-11-30,2024,11,30
3642617,CUST_19,Food,7,23,161.0,2023-07-08,2023,7,8
3643735,CUST_21,Food,5,13,62.5,2025-01-14,2025,1,14
3644047,CUST_22,Furniture,3,32,96.0,2022-07-05,2022,7,5
3645039,CUST_04,Milk Products,8,34,268.0,2022-11-12,2022,11,12
3645379,CUST_05,Patisserie,7,34,234.5,2022-04-27,2022,4,27
3646004,CUST_18,Beverages,1,16,15.5,2024-07-16,2024,7,16
3646423,CUST_24,Computers and electric accessories,7,31,213.5,2022-01-26,2022,1,26
3646702,CUST_01,Computers and electric accessories,2,7,13.0,2022-11-16,2022,11,16
3647376,CUST_11,Computers and electric accessories,2,34,67.0,2022-04-11,2022,4,11
3647634,CUST_05,Food,1,20,20.0,2022-08-07,2022,8,7
3648115,CUST_19,Food,8,35,280.0,2023-06-28,2023,6,28
3648215,CUST_01,Food,6,35,210.0,2024-03-29,2024,3,29
3649978,CUST_03,Butchers,0,0,0.0,2023-06-13,2023,6,13
3650970,CUST_14,Food,10,29,290.0,2025-01-06,2025,1,6
3651170,CUST_25,Patisserie,3,14,42.0,2022-06-21,2022,6,21
3651432,CUST_25,Furniture,1,40,39.5,2024-04-13,2024,4,13
3652209,CUST_07,Food,8,5,40.0,2023-06-10,2023,6,10
3652475,CUST_12,Computers and electric accessories,2,32,64.0,2022-11-28,2022,11,28
3652510,CUST_01,Milk Products,4,14,56.0,2023-12-30,2023,12,30
3652625,CUST_20,Patisserie,1,14,14.0,2023-08-23,2023,8,23
3652632,CUST_08,Milk Products,0,0,0.0,2024-08-16,2024,8,16
3653878,CUST_23,Butchers,6,25,147.0,2022-11-12,2022,11,12
3655349,CUST_21,Milk Products,5,32,160.0,2023-10-22,2023,10,22
3656019,CUST_08,Furniture,4,34,134.0,2022-05-05,2022,5,5
3658490,CUST_25,Beverages,8,8,64.0,2024-09-30,2024,9,30
3659154,CUST_06,Beverages,10,38,380.0,2024-09-02,2024,9,2
3661385,CUST_25,Butchers,0,0,0.0,2024-09-21,2024,9,21
3661483,CUST_02,Butchers,4,28,110.0,2022-01-20,2022,1,20
3662714,CUST_13,Furniture,2,34,67.0,2022-04-05,2022,4,5
3662764,CUST_22,Computers and electric accessories,4,22,86.0,2024-10-01,2024,10,1
3664114,CUST_21,Milk Products,4,11,44.0,2024-10-02,2024,10,2
3664941,CUST_12,Furniture,10,10,95.0,2023-10-29,2023,10,29
3665212,CUST_02,Furniture,9,41,369.0,2023-06-07,2023,6,7
3665861,CUST_23,Furniture,1,31,30.5,2023-01-30,2023,1,30
3665903,CUST_21,Computers and electric accessories,3,22,64.5,2023-02-06,2023,2,6
3666421,CUST_10,Butchers,4,13,50.0,2024-03-17,2024,3,17
3666581,CUST_07,Electric household essentials,3,16,46.5,2024-06-08,2024,6,8
3668440,CUST_21,Butchers,2,8,16.0,2022-01-18,2022,1,18
3668726,CUST_19,Electric household essentials,5,28,137.5,2022-05-14,2022,5,14
3671271,CUST_18,Patisserie,8,22,172.0,2023-11-27,2023,11,27
3671517,CUST_13,Milk Products,9,5,45.0,2024-01-06,2024,1,6
3671598,CUST_23,Food,4,17,68.0,2023-07-15,2023,7,15
3672693,CUST_07,Food,3,20,60.0,2024-07-11,2024,7,11
3673613,CUST_15,Furniture,7,7,45.5,2022-08-17,2022,8,17
3673685,CUST_08,Beverages,10,22,215.0,2024-08-20,2024,8,20
3673808,CUST_23,Patisserie,10,32,320.0,2023-11-18,2023,11,18
3674047,CUST_23,Furniture,7,5,35.0,2024-07-10,2024,7,10
3674474,CUST_05,Computers and electric accessories,9,32,288.0,2023-04-27,2023,4,27
3675138,CUST_10,Milk Products,7,38,266.0,2022-07-15,2022,7,15
3675657,CUST_17,Milk Products,8,34,268.0,2022-11-24,2022,11,24
3676096,CUST_03,Food,1,41,41.0,2023-03-22,2023,3,22
3676551,CUST_20,Furniture,8,7,52.0,2022-10-02,2022,10,2
3677192,CUST_23,Butchers,7,22,150.5,2024-02-26,2024,2,26
3678974,CUST_25,Furniture,2,11,22.0,2024-10-05,2024,10,5
3679931,CUST_19,Furniture,10,28,275.0,2023-05-18,2023,5,18
3679982,CUST_20,Electric household essentials,10,32,320.0,2023-02-27,2023,2,27
3679987,CUST_22,Computers and electric accessories,8,22,172.0,2023-06-14,2023,6,14
3681075,CUST_22,Butchers,8,35,280.0,2022-06-01,2022,6,1
3681383,CUST_04,Electric household essentials,5,41,205.0,2023-05-18,2023,5,18
3683979,CUST_21,Computers and electric accessories,10,22,215.0,2024-01-01,2024,1,1
3684265,CUST_15,Food,10,13,125.0,2023-12-15,2023,12,15
3686072,CUST_03,Butchers,5,35,175.0,2023-02-23,2023,2,23
3687330,CUST_10,Computers and electric accessories,4,11,44.0,2023-09-01,2023,9,1
3687556,CUST_01,Beverages,7,16,108.5,2023-05-10,2023,5,10
3687567,CUST_20,Electric household essentials,3,7,19.5,2022-04-02,2022,4,2
3688977,CUST_20,Electric household essentials,8,23,184.0,2023-03-03,2023,3,3
3689417,CUST_10,Butchers,10,31,305.0,2023-04-02,2023,4,2
3689994,CUST_23,Milk Products,1,10,9.5,2022-07-23,2022,7,23
3690471,CUST_05,Milk Products,2,38,76.0,2022-03-11,2022,3,11
3690725,CUST_09,Furniture,6,14,84.0,2023-02-07,2023,2,7
3692324,CUST_25,Patisserie,6,38,228.0,2024-01-24,2024,1,24
3693569,CUST_08,Patisserie,6,13,75.0,2024-10-29,2024,10,29
3694588,CUST_11,Patisserie,3,20,60.0,2024-12-07,2024,12,7
3695108,CUST_13,Computers and electric accessories,7,17,119.0,2023-01-24,2023,1,24
3701082,CUST_14,Electric household essentials,10,26,260.0,2024-08-26,2024,8,26
3701394,CUST_06,Milk Products,0,0,0.0,2022-07-28,2022,7,28
3703356,CUST_07,Food,10,35,350.0,2022-09-15,2022,9,15
3703564,CUST_22,Patisserie,10,22,215.0,2022-02-18,2022,2,18
3704598,CUST_25,Food,6,25,147.0,2023-10-16,2023,10,16
3704834,CUST_07,Electric household essentials,0,0,0.0,2022-07-06,2022,7,6
3706741,CUST_06,Food,3,20,60.0,2024-03-10,2024,3,10
3707017,CUST_10,Furniture,3,11,33.0,2024-04-04,2024,4,4
3707187,CUST_04,Butchers,1,8,8.0,2022-06-10,2022,6,10
3708702,CUST_11,Beverages,4,5,20.0,2022-08-24,2022,8,24
3710081,CUST_25,Furniture,10,41,410.0,2023-08-12,2023,8,12
3710680,CUST_20,Milk Products,6,16,93.0,2022-05-26,2022,5,26
3710830,CUST_13,Beverages,4,17,68.0,2022-01-04,2022,1,4
3712938,CUST_23,Computers and electric accessories,4,32,128.0,2024-06-11,2024,6,11
3713357,CUST_01,Computers and electric accessories,2,17,34.0,2024-04-24,2024,4,24
3713358,CUST_13,Patisserie,10,14,140.0,2022-08-14,2022,8,14
3714766,CUST_14,Patisserie,7,16,108.5,2024-02-17,2024,2,17
3717310,CUST_15,Milk Products,4,32,128.0,2023-05-19,2023,5,19
3717384,CUST_01,Food,6,25,147.0,2023-05-11,2023,5,11
3718315,CUST_15,Butchers,1,40,39.5,2023-05-23,2023,5,23
3719328,CUST_12,Milk Products,3,23,69.0,2022-05-15,2022,5,15
3719807,CUST_19,Furniture,10,16,155.0,2022-06-11,2022,6,11
3720200,CUST_11,Butchers,4,40,158.0,2022-05-17,2022,5,17
3721973,CUST_16,Beverages,9,8,72.0,2024-08-31,2024,8,31
3722570,CUST_11,Milk Products,6,23,138.0,2024-03-23,2024,3,23
3723814,CUST_20,Milk Products,8,20,160.0,2024-02-16,2024,2,16
3724097,CUST_22,Milk Products,7,11,77.0,2023-02-27,2023,2,27
3724129,CUST_15,Beverages,8,41,328.0,2022-02-03,2022,2,3
3725756,CUST_01,Butchers,4,7,26.0,2023-06-22,2023,6,22
3728004,CUST_25,Beverages,3,16,46.5,2022-08-23,2022,8,23
3729060,CUST_07,Patisserie,6,38,228.0,2022-07-20,2022,7,20
3730487,CUST_13,Electric household essentials,3,38,114.0,2023-11-20,2023,11,20
3731020,CUST_14,Milk Products,5,16,77.5,2022-03-19,2022,3,19
3731691,CUST_18,Patisserie,4,25,98.0,2023-03-30,2023,3,30
3731943,CUST_11,Butchers,4,41,164.0,2024-02-20,2024,2,20
3731986,CUST_22,Milk Products,9,29,261.0,2023-07-23,2023,7,23
3734062,CUST_07,Food,8,22,172.0,2023-07-10,2023,7,10
3734067,CUST_21,Beverages,8,14,112.0,2023-11-24,2023,11,24
3734274,CUST_11,Food,4,41,164.0,2022-08-09,2022,8,9
3736146,CUST_07,Patisserie,10,38,380.0,2024-09-25,2024,9,25
3736556,CUST_14,Patisserie,6,20,120.0,2022-11-02,2022,11,2
3737148,CUST_23,Butchers,10,20,200.0,2024-02-18,2024,2,18
3739606,CUST_11,Food,6,25,147.0,2024-10-15,2024,10,15
3739937,CUST_02,Computers and electric accessories,6,17,102.0,2024-03-01,2024,3,1
3741544,CUST_05,Furniture,3,20,60.0,2023-07-28,2023,7,28
3742027,CUST_04,Butchers,3,19,55.5,2022-08-30,2022,8,30
3742213,CUST_21,Butchers,0,0,0.0,2023-12-10,2023,12,10
3743264,CUST_20,Milk Products,2,34,67.0,2022-12-27,2022,12,27
3744905,CUST_12,Furniture,9,11,99.0,2022-04-20,2022,4,20
3745364,CUST_21,Beverages,4,31,122.0,2022-02-23,2022,2,23
3745439,CUST_15,Electric household essentials,4,29,116.0,2022-10-23,2022,10,23
3745490,CUST_01,Computers and electric accessories,0,0,0.0,2023-09-04,2023,9,4
3745950,CUST_11,Butchers,7,14,98.0,2022-08-08,2022,8,8
3746709,CUST_13,Milk Products,4,7,26.0,2022-05-13,2022,5,13
3746744,CUST_16,Food,5,40,197.5,2023-10-02,2023,10,2
3747046,CUST_11,Electric household essentials,2,31,61.0,2022-11-22,2022,11,22
3747085,CUST_04,Beverages,0,0,0.0,2024-01-24,2024,1,24
3747234,CUST_13,Milk Products,9,13,112.5,2023-09-04,2023,9,4
3747474,CUST_01,Electric household essentials,10,14,140.0,2023-07-17,2023,7,17
3747617,CUST_12,Butchers,5,8,40.0,2023-09-18,2023,9,18
3748574,CUST_17,Milk Products,5,31,152.5,2022-03-30,2022,3,30
3748778,CUST_10,Patisserie,8,10,76.0,2023-01-29,2023,1,29
3750711,CUST_17,Food,9,34,301.5,2022-06-30,2022,6,30
3753292,CUST_17,Electric household essentials,8,11,88.0,2024-05-22,2024,5,22
3754218,CUST_09,Electric household essentials,10,11,110.0,2024-03-08,2024,3,8
3755291,CUST_09,Milk Products,1,7,6.5,2022-11-15,2022,11,15
3756526,CUST_08,Butchers,9,20,180.0,2024-01-13,2024,1,13
3757243,CUST_09,Patisserie,10,20,200.0,2024-12-09,2024,12,9
3757482,CUST_07,Furniture,5,34,167.5,2023-10-13,2023,10,13
3758134,CUST_16,Patisserie,5,20,100.0,2022-09-21,2022,9,21
3758485,CUST_04,Electric household essentials,2,11,22.0,2024-10-26,2024,10,26
3758544,CUST_15,Butchers,5,38,190.0,2022-05-10,2022,5,10
3758695,CUST_18,Computers and electric accessories,4,13,50.0,2024-02-01,2024,2,1
3758932,CUST_25,Patisserie,6,41,246.0,2023-06-23,2023,6,23
3759268,CUST_19,Butchers,1,22,21.5,2023-09-05,2023,9,5
3759367,CUST_18,Beverages,1,32,32.0,2023-05-07,2023,5,7
3759701,CUST_06,Milk Products,9,28,247.5,2022-06-26,2022,6,26
3760030,CUST_05,Food,2,11,22.0,2023-11-24,2023,11,24
3760533,CUST_04,Computers and electric accessories,0,0,0.0,2022-10-31,2022,10,31
3760555,CUST_16,Furniture,2,20,40.0,2022-07-12,2022,7,12
3761426,CUST_11,Furniture,1,20,20.0,2024-12-16,2024,12,16
3762237,CUST_24,Furniture,10,26,260.0,2022-01-28,2022,1,28
3762758,CUST_03,Furniture,2,40,79.0,2022-03-28,2022,3,28
3763280,CUST_20,Beverages,1,10,9.5,2024-12-20,2024,12,20
3764016,CUST_21,Electric household essentials,2,26,52.0,2022-09-04,2022,9,4
3766245,CUST_01,Beverages,6,14,84.0,2024-09-12,2024,9,12
3766991,CUST_21,Electric household essentials,8,26,208.0,2023-09-24,2023,9,24
3767880,CUST_22,Milk Products,1,22,21.5,2022-09-24,2022,9,24
3767932,CUST_09,Milk Products,1,31,30.5,2022-04-06,2022,4,6
3768573,CUST_01,Butchers,8,11,88.0,2022-06-03,2022,6,3
3768715,CUST_12,Patisserie,7,23,161.0,2023-12-24,2023,12,24
3770345,CUST_25,Milk Products,6,13,75.0,2022-02-19,2022,2,19
3770874,CUST_22,Patisserie,1,14,14.0,2024-09-02,2024,9,2
3772788,CUST_04,Food,1,10,9.5,2024-06-11,2024,6,11
3774181,CUST_13,Furniture,2,16,31.0,2022-05-01,2022,5,1
3774966,CUST_08,Beverages,8,20,160.0,2023-02-18,2023,2,18
3775360,CUST_04,Beverages,7,40,276.5,2024-06-09,2024,6,9
3776622,CUST_11,Computers and electric accessories,10,32,320.0,2024-11-05,2024,11,5
3777133,CUST_06,Butchers,4,25,98.0,2024-11-13,2024,11,13
3778032,CUST_01,Electric household essentials,5,17,85.0,2022-01-21,2022,1,21
3779677,CUST_21,Food,6,29,174.0,2024-08-13,2024,8,13
3780086,CUST_01,Electric household essentials,8,28,220.0,2022-08-31,2022,8,31
3781367,CUST_17,Butchers,3,41,123.0,2024-05-04,2024,5,4
