"transaction_id";"customer_id";"catagory";"quantity";"price_per_unit";"total_spend";"transaction_date"
2190232;"CUST_06";"Furniture";7;32;224.0;"2024-02-16"
2190866;"CUST_03";"Butchers";5;38;190.0;"2024-01-26"
2191926;"CUST_19";"Butchers";0;0;0.0;"2022-10-18"
2192117;"CUST_03";"Butchers";1;38;38.0;"2023-06-01"
2192262;"CUST_24";"Electric household essentials";1;7;6.5;"2024-08-17"
2192964;"CUST_17";"Food";7;17;119.0;"2022-01-29"
2193584;"CUST_15";"Electric household essentials";9;20;180.0;"2023-02-17"
2193873;"CUST_21";"Food";5;20;100.0;"2024-02-08"
2194494;"CUST_13";"Food";3;28;82.5;"2024-05-05"
2196056;"CUST_02";"Milk Products";3;5;15.0;"2024-02-09"
2196324;"CUST_11";"Butchers";9;35;315.0;"2024-02-08"
2196992;"CUST_17";"Electric household essentials";10;5;50.0;"2024-08-24"
2197774;"CUST_04";"Food";5;34;167.5;"2023-07-25"
2198875;"CUST_09";"Patisserie";2;10;19.0;"2023-05-31"
2198957;"CUST_09";"Beverages";1;25;24.5;"2024-08-24"
2199268;"CUST_15";"Patisserie";2;17;34.0;"2024-10-06"
2201759;"CUST_15";"Butchers";2;35;70.0;"2023-11-15"
2201869;"CUST_03";"Beverages";9;22;193.5;"2022-07-26"
2202231;"CUST_05";"Electric household essentials";1;16;15.5;"2024-03-19"
2202698;"CUST_16";"Milk Products";6;16;93.0;"2022-08-18"
2203983;"CUST_18";"Electric household essentials";9;20;180.0;"2022-02-14"
2204860;"CUST_10";"Beverages";7;32;224.0;"2023-07-17"
2205066;"CUST_11";"Food";2;13;25.0;"2024-06-23"
2205807;"CUST_13";"Electric household essentials";2;10;19.0;"2022-08-13"
2206004;"CUST_10";"Beverages";3;5;15.0;"2024-11-18"
2206258;"CUST_14";"Butchers";1;10;9.5;"2022-07-08"
2206422;"CUST_21";"Computers and electric accessories";10;38;380.0;"2024-03-24"
2206834;"CUST_25";"Milk Products";1;8;8.0;"2022-01-07"
2207487;"CUST_16";"Milk Products";9;31;274.5;"2023-06-01"
2207845;"CUST_02";"Computers and electric accessories";1;28;27.5;"2022-07-20"
2208386;"CUST_22";"Food";2;40;79.0;"2023-08-30"
2208547;"CUST_05";"Beverages";10;41;410.0;"2022-02-23"
2209308;"CUST_15";"Electric household essentials";9;29;261.0;"2023-05-23"
2209765;"CUST_21";"Computers and electric accessories";3;7;19.5;"2022-07-06"
2210266;"CUST_11";"Furniture";2;10;19.0;"2024-02-08"
2210332;"CUST_23";"Food";4;16;62.0;"2024-11-08"
2211428;"CUST_04";"Electric household essentials";8;41;328.0;"2024-11-29"
2211997;"CUST_11";"Food";10;31;305.0;"2023-05-27"
2212643;"CUST_09";"Food";4;8;32.0;"2022-12-29"
2215196;"CUST_03";"Beverages";6;17;102.0;"2022-02-04"
2215651;"CUST_13";"Beverages";5;28;137.5;"2024-01-20"
2215668;"CUST_03";"Food";3;41;123.0;"2023-06-28"
2216540;"CUST_16";"Electric household essentials";10;38;380.0;"2024-06-01"
2216840;"CUST_25";"Electric household essentials";7;26;182.0;"2024-05-15"
2217778;"CUST_12";"Furniture";8;31;244.0;"2024-12-19"
2217907;"CUST_07";"Beverages";2;25;49.0;"2022-05-15"
2218629;"CUST_10";"Computers and electric accessories";3;32;96.0;"2022-03-21"
2219704;"CUST_25";"Electric household essentials";6;13;75.0;"2024-10-24"
2219980;"CUST_05";"Patisserie";5;25;122.5;"2024-12-05"
2220459;"CUST_14";"Electric household essentials";7;22;150.5;"2024-09-28"
2221021;"CUST_11";"Beverages";5;37;182.5;"2022-01-09"
2221233;"CUST_24";"Patisserie";10;40;395.0;"2022-01-05"
2221521;"CUST_08";"Furniture";3;41;123.0;"2024-07-14"
2221764;"CUST_20";"Patisserie";1;11;11.0;"2023-11-17"
2222267;"CUST_02";"Butchers";9;31;274.5;"2024-02-20"
2222797;"CUST_18";"Electric household essentials";4;17;68.0;"2023-05-06"
2223571;"CUST_24";"Patisserie";9;32;288.0;"2022-11-14"
2225065;"CUST_16";"Food";7;37;255.5;"2024-01-16"
2226385;"CUST_20";"Butchers";4;5;20.0;"2023-06-08"
2226551;"CUST_24";"Electric household essentials";4;34;134.0;"2022-08-27"
2226741;"CUST_11";"Electric household essentials";3;31;91.5;"2024-03-09"
2226766;"CUST_01";"Computers and electric accessories";10;35;350.0;"2024-04-28"
2227872;"CUST_03";"Furniture";7;40;276.5;"2024-05-27"
2228445;"CUST_08";"Milk Products";8;40;316.0;"2023-05-02"
2228646;"CUST_12";"Computers and electric accessories";9;31;274.5;"2022-02-12"
2228877;"CUST_20";"Patisserie";7;38;266.0;"2022-04-21"
2229400;"CUST_08";"Food";7;31;213.5;"2023-12-29"
2231201;"CUST_04";"Electric household essentials";5;26;130.0;"2024-05-23"
2231855;"CUST_07";"Milk Products";5;22;107.5;"2024-04-01"
2231888;"CUST_24";"Patisserie";6;38;228.0;"2024-10-07"
2232017;"CUST_11";"Food";8;23;184.0;"2023-04-18"
2232201;"CUST_13";"Computers and electric accessories";9;37;328.5;"2022-09-29"
2232291;"CUST_18";"Furniture";8;41;328.0;"2024-04-01"
2232426;"CUST_22";"Patisserie";6;41;246.0;"2022-05-12"
2232621;"CUST_07";"Butchers";7;7;45.5;"2024-05-27"
2232768;"CUST_02";"Food";9;34;301.5;"2024-09-29"
2233028;"CUST_05";"Patisserie";1;14;14.0;"2023-08-06"
2234088;"CUST_12";"Milk Products";7;7;45.5;"2023-06-07"
2234093;"CUST_24";"Food";1;29;29.0;"2024-12-16"
2234221;"CUST_04";"Beverages";9;7;58.5;"2022-07-23"
2234295;"CUST_04";"Patisserie";7;19;129.5;"2024-05-06"
2235191;"CUST_03";"Beverages";6;29;174.0;"2023-06-05"
2235747;"CUST_12";"Computers and electric accessories";10;19;185.0;"2022-03-11"
2237944;"CUST_21";"Butchers";6;26;156.0;"2022-11-07"
2238366;"CUST_03";"Food";6;29;174.0;"2024-04-24"
2238459;"CUST_10";"Beverages";5;28;137.5;"2023-01-10"
2238924;"CUST_08";"Beverages";4;14;56.0;"2022-07-29"
2239008;"CUST_17";"Milk Products";4;31;122.0;"2024-12-24"
2239968;"CUST_01";"Butchers";1;23;23.0;"2023-09-14"
2239985;"CUST_24";"Furniture";10;11;110.0;"2024-06-22"
2241242;"CUST_25";"Furniture";5;40;197.5;"2024-03-16"
2242368;"CUST_06";"Food";6;40;237.0;"2024-09-18"
2242671;"CUST_08";"Milk Products";3;16;46.5;"2024-07-29"
2243096;"CUST_18";"Patisserie";9;34;301.5;"2024-04-08"
2243532;"CUST_23";"Food";3;10;28.5;"2023-05-11"
2244499;"CUST_10";"Beverages";3;25;73.5;"2024-09-30"
2245624;"CUST_12";"Computers and electric accessories";4;16;62.0;"2022-07-10"
2245991;"CUST_16";"Electric household essentials";7;5;35.0;"2022-03-23"
2246570;"CUST_21";"Patisserie";9;38;342.0;"2022-06-11"
2246737;"CUST_23";"Computers and electric accessories";3;35;105.0;"2022-06-05"
2248111;"CUST_20";"Furniture";10;8;80.0;"2024-05-25"
2250059;"CUST_07";"Butchers";2;11;22.0;"2023-10-30"
2250165;"CUST_20";"Butchers";3;38;114.0;"2022-09-21"
2251132;"CUST_20";"Food";4;13;50.0;"2024-07-15"
2251815;"CUST_08";"Food";6;40;237.0;"2023-10-22"
2251911;"CUST_08";"Furniture";9;34;301.5;"2024-09-28"
2252793;"CUST_09";"Furniture";3;16;46.5;"2022-11-12"
2252968;"CUST_17";"Patisserie";0;0;0.0;"2022-12-11"
2253495;"CUST_21";"Butchers";5;32;160.0;"2024-06-25"
2254132;"CUST_25";"Furniture";7;35;245.0;"2024-05-07"
2254730;"CUST_17";"Computers and electric accessories";3;20;60.0;"2023-09-16"
2256249;"CUST_22";"Computers and electric accessories";10;22;215.0;"2023-04-24"
2256322;"CUST_09";"Electric household essentials";7;23;161.0;"2022-05-19"
2256792;"CUST_08";"Furniture";8;16;124.0;"2022-04-14"
2256891;"CUST_08";"Milk Products";4;23;92.0;"2022-03-26"
2257428;"CUST_13";"Milk Products";0;0;0.0;"2024-05-16"
2258558;"CUST_17";"Beverages";0;0;0.0;"2023-11-23"
2258785;"CUST_16";"Butchers";10;8;80.0;"2023-01-13"
2259360;"CUST_25";"Electric household essentials";6;22;129.0;"2022-02-17"
2260125;"CUST_07";"Butchers";6;35;210.0;"2024-08-07"
2260411;"CUST_12";"Furniture";9;5;45.0;"2024-10-02"
2260801;"CUST_03";"Food";8;31;244.0;"2022-02-19"
2261000;"CUST_09";"Computers and electric accessories";10;25;245.0;"2024-06-03"
2261622;"CUST_02";"Beverages";9;20;180.0;"2022-09-27"
2262639;"CUST_23";"Furniture";7;41;287.0;"2023-12-13"
2263002;"CUST_09";"Patisserie";9;28;247.5;"2022-06-10"
2266101;"CUST_15";"Patisserie";2;32;64.0;"2024-01-29"
2266891;"CUST_09";"Electric household essentials";1;35;35.0;"2023-12-31"
2267175;"CUST_11";"Computers and electric accessories";6;23;138.0;"2023-03-01"
2267230;"CUST_21";"Beverages";4;29;116.0;"2022-11-01"
2268464;"CUST_15";"Food";5;34;167.5;"2022-08-17"
2269494;"CUST_11";"Computers and electric accessories";10;32;320.0;"2023-11-30"
2270219;"CUST_19";"Milk Products";4;16;62.0;"2023-01-25"
2270221;"CUST_01";"Patisserie";10;29;290.0;"2022-09-01"
2271263;"CUST_25";"Milk Products";9;32;288.0;"2022-09-13"
2271740;"CUST_01";"Furniture";4;20;80.0;"2023-01-06"
2272691;"CUST_05";"Food";8;35;280.0;"2022-08-16"
2274356;"CUST_03";"Food";2;8;16.0;"2024-05-13"
2275327;"CUST_08";"Patisserie";3;23;69.0;"2022-08-13"
2275670;"CUST_09";"Beverages";3;14;42.0;"2023-04-01"
2275962;"CUST_25";"Furniture";4;26;104.0;"2023-07-06"
2276275;"CUST_13";"Milk Products";9;37;328.5;"2022-04-29"
2277445;"CUST_20";"Milk Products";3;40;118.5;"2022-05-14"
2277463;"CUST_04";"Butchers";7;40;276.5;"2022-03-31"
2279017;"CUST_09";"Furniture";8;7;52.0;"2024-02-18"
2279408;"CUST_22";"Computers and electric accessories";9;22;193.5;"2024-08-25"
2279728;"CUST_07";"Beverages";1;8;8.0;"2024-11-12"
2279824;"CUST_10";"Beverages";2;31;61.0;"2023-10-08"
2281381;"CUST_02";"Food";8;37;292.0;"2024-12-15"
2283214;"CUST_02";"Butchers";10;14;140.0;"2023-12-02"
2283732;"CUST_19";"Patisserie";2;5;10.0;"2022-11-21"
2284295;"CUST_04";"Food";3;23;69.0;"2022-10-24"
2284344;"CUST_20";"Butchers";7;28;192.5;"2022-01-21"
2284744;"CUST_11";"Furniture";7;11;77.0;"2024-09-30"
2285773;"CUST_04";"Computers and electric accessories";4;11;44.0;"2024-05-26"
2285948;"CUST_19";"Electric household essentials";9;10;85.5;"2022-07-02"
2287146;"CUST_03";"Electric household essentials";10;32;320.0;"2022-06-10"
2287892;"CUST_19";"Beverages";2;13;25.0;"2022-08-31"
2288041;"CUST_24";"Food";10;41;410.0;"2023-09-02"
2289344;"CUST_07";"Computers and electric accessories";3;31;91.5;"2024-07-27"
2291678;"CUST_21";"Milk Products";10;28;275.0;"2024-12-22"
2292675;"CUST_22";"Furniture";1;7;6.5;"2024-06-23"
2294115;"CUST_05";"Beverages";10;22;215.0;"2024-01-07"
2294583;"CUST_08";"Butchers";3;26;78.0;"2023-02-12"
2294670;"CUST_04";"Computers and electric accessories";3;25;73.5;"2023-01-18"
2296900;"CUST_17";"Milk Products";1;23;23.0;"2022-05-05"
2297342;"CUST_07";"Computers and electric accessories";10;32;320.0;"2022-08-01"
2298172;"CUST_23";"Computers and electric accessories";9;7;58.5;"2023-11-10"
2298440;"CUST_09";"Electric household essentials";8;23;184.0;"2022-01-20"
2299437;"CUST_10";"Computers and electric accessories";10;11;110.0;"2023-12-16"
2299451;"CUST_17";"Electric household essentials";4;16;62.0;"2024-11-20"
2300142;"CUST_18";"Patisserie";9;10;85.5;"2024-07-16"
2300485;"CUST_01";"Furniture";10;20;200.0;"2024-12-23"
2301934;"CUST_20";"Food";3;34;100.5;"2022-09-07"
2303813;"CUST_16";"Milk Products";9;20;180.0;"2022-12-08"
2305142;"CUST_03";"Patisserie";1;26;26.0;"2024-08-06"
2305144;"CUST_24";"Food";0;0;0.0;"2022-06-15"
2306040;"CUST_08";"Electric household essentials";8;11;88.0;"2023-11-27"
2306841;"CUST_04";"Furniture";2;38;76.0;"2023-05-06"
2308456;"CUST_02";"Furniture";9;26;234.0;"2023-08-13"
2310718;"CUST_02";"Beverages";7;28;192.5;"2023-02-28"
2311938;"CUST_01";"Food";9;7;58.5;"2024-10-19"
2312836;"CUST_09";"Butchers";5;38;190.0;"2023-12-14"
2313239;"CUST_07";"Milk Products";5;37;182.5;"2023-02-28"
2313390;"CUST_21";"Patisserie";4;11;44.0;"2022-02-08"
2314426;"CUST_23";"Electric household essentials";9;5;45.0;"2023-07-21"
2314713;"CUST_20";"Patisserie";9;22;193.5;"2024-08-14"
2314837;"CUST_08";"Food";10;34;335.0;"2024-06-21"
2315468;"CUST_24";"Furniture";2;40;79.0;"2023-06-23"
2315839;"CUST_06";"Food";6;10;57.0;"2023-07-27"
2316382;"CUST_20";"Beverages";10;29;290.0;"2023-02-18"
2316809;"CUST_02";"Furniture";7;11;77.0;"2023-04-02"
2318174;"CUST_18";"Patisserie";9;5;45.0;"2024-05-13"
2320393;"CUST_13";"Patisserie";4;10;38.0;"2024-01-02"
2320854;"CUST_15";"Food";9;16;139.5;"2022-07-15"
2321189;"CUST_16";"Butchers";10;37;365.0;"2023-09-21"
2322791;"CUST_03";"Furniture";4;26;104.0;"2023-01-15"
2324066;"CUST_12";"Beverages";0;0;0.0;"2023-09-28"
2324094;"CUST_18";"Computers and electric accessories";0;0;0.0;"2024-12-07"
2324445;"CUST_13";"Computers and electric accessories";10;28;275.0;"2024-04-25"
2325343;"CUST_09";"Furniture";8;32;256.0;"2023-12-23"
2325423;"CUST_12";"Food";0;0;0.0;"2024-12-17"
2326364;"CUST_06";"Electric household essentials";4;38;152.0;"2022-03-08"
2326393;"CUST_07";"Food";6;10;57.0;"2022-02-24"
2326554;"CUST_18";"Electric household essentials";1;20;20.0;"2023-12-25"
2327830;"CUST_10";"Beverages";5;7;32.5;"2024-01-15"
2327962;"CUST_12";"Electric household essentials";9;23;207.0;"2023-02-19"
2328288;"CUST_14";"Beverages";10;20;200.0;"2023-04-06"
2328430;"CUST_22";"Furniture";6;41;246.0;"2024-07-07"
2328560;"CUST_16";"Milk Products";6;28;165.0;"2024-12-28"
2328826;"CUST_22";"Furniture";9;14;126.0;"2024-08-15"
2328957;"CUST_11";"Computers and electric accessories";2;32;64.0;"2023-10-02"
2329051;"CUST_11";"Butchers";2;14;28.0;"2024-04-11"
2329223;"CUST_15";"Food";10;37;365.0;"2024-07-15"
2329426;"CUST_22";"Electric household essentials";9;34;301.5;"2024-04-29"
2330418;"CUST_03";"Butchers";1;19;18.5;"2023-11-24"
2331907;"CUST_17";"Electric household essentials";9;26;234.0;"2024-11-08"
2331955;"CUST_10";"Patisserie";4;34;134.0;"2023-04-01"
2333490;"CUST_16";"Butchers";6;8;48.0;"2024-02-13"
2334719;"CUST_18";"Patisserie";4;41;164.0;"2024-05-19"
2334740;"CUST_25";"Electric household essentials";2;16;31.0;"2022-11-11"
2337021;"CUST_17";"Computers and electric accessories";1;17;17.0;"2024-01-28"
2337522;"CUST_10";"Beverages";0;0;0.0;"2022-07-15"
2338994;"CUST_11";"Electric household essentials";7;17;119.0;"2022-03-05"
2340343;"CUST_06";"Furniture";9;20;180.0;"2022-01-21"
2342593;"CUST_18";"Beverages";5;25;122.5;"2024-03-16"
2343171;"CUST_03";"Furniture";1;10;9.5;"2022-10-18"
2344077;"CUST_25";"Electric household essentials";10;22;215.0;"2024-03-31"
2345067;"CUST_08";"Patisserie";5;10;47.5;"2022-10-02"
2345880;"CUST_06";"Electric household essentials";4;23;92.0;"2024-09-09"
2346181;"CUST_21";"Milk Products";5;38;190.0;"2023-07-08"
2346263;"CUST_21";"Electric household essentials";0;0;0.0;"2022-09-09"
2346762;"CUST_09";"Computers and electric accessories";4;32;128.0;"2024-12-09"
2350545;"CUST_17";"Butchers";0;0;0.0;"2023-07-29"
2356331;"CUST_08";"Milk Products";10;5;50.0;"2022-12-09"
2356756;"CUST_04";"Beverages";1;8;8.0;"2022-07-02"
2357266;"CUST_22";"Food";9;35;315.0;"2023-05-14"
2357597;"CUST_21";"Computers and electric accessories";3;5;15.0;"2024-04-17"
2357618;"CUST_04";"Milk Products";8;29;232.0;"2023-01-03"
2358087;"CUST_12";"Beverages";4;10;38.0;"2023-04-03"
2359902;"CUST_13";"Beverages";7;22;150.5;"2024-07-12"
2360216;"CUST_07";"Food";0;0;0.0;"2022-06-01"
2360404;"CUST_23";"Food";3;10;28.5;"2024-06-01"
2361835;"CUST_02";"Furniture";5;26;130.0;"2022-02-05"
2362264;"CUST_20";"Food";3;14;42.0;"2023-01-22"
2363652;"CUST_13";"Electric household essentials";4;20;80.0;"2025-01-04"
2364390;"CUST_23";"Milk Products";6;14;84.0;"2023-01-31"
2364431;"CUST_16";"Electric household essentials";2;28;55.0;"2022-03-16"
2365443;"CUST_07";"Food";9;11;99.0;"2024-04-25"
2365702;"CUST_14";"Computers and electric accessories";9;29;261.0;"2022-02-28"
2366280;"CUST_11";"Patisserie";4;25;98.0;"2024-03-20"
2367523;"CUST_02";"Electric household essentials";2;23;46.0;"2022-12-09"
2369166;"CUST_20";"Electric household essentials";6;29;174.0;"2023-05-10"
2369635;"CUST_09";"Patisserie";3;25;73.5;"2023-11-16"
2370062;"CUST_10";"Milk Products";6;23;138.0;"2023-05-24"
2370951;"CUST_25";"Electric household essentials";5;16;77.5;"2023-04-25"
2372254;"CUST_14";"Food";6;29;174.0;"2024-04-02"
2372678;"CUST_11";"Furniture";8;11;88.0;"2023-04-11"
2374475;"CUST_01";"Furniture";4;28;110.0;"2024-10-28"
2374522;"CUST_16";"Electric household essentials";4;34;134.0;"2022-07-01"
2374689;"CUST_19";"Beverages";1;7;6.5;"2024-05-21"
2374919;"CUST_24";"Furniture";10;16;155.0;"2022-03-31"
2375037;"CUST_02";"Butchers";8;22;172.0;"2024-01-04"
2375733;"CUST_17";"Milk Products";9;8;72.0;"2023-12-01"
2377075;"CUST_05";"Electric household essentials";3;31;91.5;"2022-11-01"
2377286;"CUST_04";"Patisserie";3;29;87.0;"2023-09-30"
2378312;"CUST_09";"Patisserie";5;38;190.0;"2023-05-27"
2379337;"CUST_15";"Milk Products";8;31;244.0;"2023-11-21"
2379515;"CUST_09";"Computers and electric accessories";1;25;24.5;"2022-07-04"
2380474;"CUST_14";"Electric household essentials";3;37;109.5;"2023-09-14"
2381503;"CUST_21";"Food";9;17;153.0;"2023-06-09"
2382686;"CUST_06";"Milk Products";2;29;58.0;"2023-06-10"
2383377;"CUST_15";"Furniture";3;14;42.0;"2023-04-02"
2384499;"CUST_18";"Electric household essentials";8;41;328.0;"2024-12-13"
2384950;"CUST_08";"Computers and electric accessories";0;0;0.0;"2023-01-11"
2386101;"CUST_14";"Furniture";10;41;410.0;"2025-01-04"
2387294;"CUST_16";"Beverages";3;26;78.0;"2023-05-01"
2387517;"CUST_19";"Milk Products";2;40;79.0;"2022-03-04"
2387612;"CUST_08";"Milk Products";5;31;152.5;"2024-12-24"
2388264;"CUST_17";"Milk Products";10;28;275.0;"2022-11-16"
2390056;"CUST_04";"Food";7;25;171.5;"2024-11-17"
2391516;"CUST_18";"Food";5;25;122.5;"2023-12-02"
2391758;"CUST_09";"Computers and electric accessories";5;7;32.5;"2022-10-01"
2392647;"CUST_04";"Food";0;0;0.0;"2022-10-12"
2393460;"CUST_04";"Food";2;20;40.0;"2022-05-11"
2394468;"CUST_16";"Milk Products";7;14;98.0;"2022-11-19"
2394851;"CUST_15";"Patisserie";2;26;52.0;"2023-10-25"
2394864;"CUST_23";"Milk Products";6;28;165.0;"2024-11-03"
2396087;"CUST_16";"Computers and electric accessories";10;22;215.0;"2022-03-12"
2396304;"CUST_09";"Food";5;10;47.5;"2023-05-14"
2398549;"CUST_15";"Milk Products";5;38;190.0;"2023-01-09"
2399606;"CUST_15";"Beverages";7;10;66.5;"2022-07-23"
2400589;"CUST_03";"Butchers";4;38;152.0;"2023-07-19"
2401524;"CUST_06";"Butchers";7;26;182.0;"2022-08-15"
2402093;"CUST_24";"Computers and electric accessories";3;25;73.5;"2024-12-01"
2403041;"CUST_11";"Computers and electric accessories";7;11;77.0;"2023-05-15"
2403712;"CUST_24";"Electric household essentials";4;32;128.0;"2023-06-22"
2404874;"CUST_05";"Patisserie";10;14;140.0;"2024-08-16"
2405836;"CUST_05";"Electric household essentials";1;34;33.5;"2024-05-11"
2406573;"CUST_04";"Milk Products";10;29;290.0;"2022-03-02"
2406868;"CUST_25";"Furniture";3;32;96.0;"2023-07-12"
2407194;"CUST_25";"Computers and electric accessories";5;19;92.5;"2024-09-29"
2407302;"CUST_14";"Patisserie";0;0;0.0;"2022-02-25"
2407410;"CUST_02";"Butchers";9;40;355.5;"2022-06-08"
2407494;"CUST_23";"Food";3;17;51.0;"2022-08-06"
2408868;"CUST_02";"Furniture";5;13;62.5;"2023-05-16"
2409097;"CUST_25";"Electric household essentials";1;40;39.5;"2023-01-01"
2409789;"CUST_20";"Beverages";6;20;120.0;"2023-06-15"
2411071;"CUST_17";"Electric household essentials";4;41;164.0;"2023-11-28"
2411176;"CUST_20";"Beverages";10;25;245.0;"2023-01-28"
2411272;"CUST_25";"Patisserie";3;13;37.5;"2024-02-10"
2412242;"CUST_04";"Electric household essentials";6;37;219.0;"2023-07-09"
2412514;"CUST_20";"Beverages";2;7;13.0;"2023-06-20"
2412614;"CUST_23";"Patisserie";6;7;39.0;"2022-01-15"
2412802;"CUST_23";"Milk Products";3;28;82.5;"2023-05-20"
2414530;"CUST_24";"Milk Products";8;16;124.0;"2024-06-20"
2414726;"CUST_13";"Food";4;10;38.0;"2023-11-19"
2414883;"CUST_04";"Food";0;0;0.0;"2022-02-01"
2415104;"CUST_12";"Food";2;17;34.0;"2023-05-25"
2417229;"CUST_13";"Computers and electric accessories";2;14;28.0;"2022-06-08"
2417746;"CUST_11";"Milk Products";5;20;100.0;"2023-10-29"
2417956;"CUST_18";"Patisserie";1;40;39.5;"2022-02-13"
2418365;"CUST_22";"Computers and electric accessories";1;32;32.0;"2023-07-16"
2418632;"CUST_13";"Food";9;31;274.5;"2024-05-22"
2418640;"CUST_11";"Computers and electric accessories";4;17;68.0;"2023-12-01"
2419940;"CUST_03";"Patisserie";10;22;215.0;"2022-08-12"
2420813;"CUST_10";"Computers and electric accessories";9;8;72.0;"2022-06-13"
2421640;"CUST_21";"Food";2;20;40.0;"2024-05-11"
2421656;"CUST_09";"Beverages";9;40;355.5;"2023-01-29"
2422679;"CUST_07";"Computers and electric accessories";4;19;74.0;"2022-06-01"
2423691;"CUST_18";"Beverages";3;7;19.5;"2022-06-02"
2424303;"CUST_21";"Furniture";8;16;124.0;"2022-12-18"
2427553;"CUST_17";"Computers and electric accessories";3;38;114.0;"2023-03-09"
2430342;"CUST_11";"Food";3;41;123.0;"2024-04-09"
2430569;"CUST_14";"Beverages";10;26;260.0;"2024-09-15"
2432418;"CUST_03";"Computers and electric accessories";9;34;301.5;"2023-02-05"
2432720;"CUST_09";"Computers and electric accessories";5;22;107.5;"2024-01-02"
2433285;"CUST_25";"Beverages";10;34;335.0;"2022-08-09"
2434158;"CUST_03";"Electric household essentials";6;16;93.0;"2023-10-30"
2434339;"CUST_01";"Beverages";9;20;180.0;"2022-05-19"
2436348;"CUST_23";"Computers and electric accessories";3;35;105.0;"2024-11-27"
2436739;"CUST_02";"Patisserie";2;23;46.0;"2022-08-29"
2438514;"CUST_15";"Patisserie";3;23;69.0;"2024-02-13"
2439149;"CUST_03";"Patisserie";4;10;38.0;"2023-11-04"
2442022;"CUST_07";"Milk Products";8;22;172.0;"2023-09-03"
2442204;"CUST_13";"Milk Products";9;5;45.0;"2024-07-06"
2442220;"CUST_11";"Patisserie";7;29;203.0;"2022-03-29"
2443824;"CUST_19";"Beverages";8;22;172.0;"2022-01-21"
2444260;"CUST_01";"Furniture";6;5;30.0;"2023-07-15"
2444942;"CUST_09";"Patisserie";8;14;112.0;"2023-05-02"
2445180;"CUST_12";"Butchers";3;22;64.5;"2022-01-03"
2445605;"CUST_08";"Computers and electric accessories";9;23;207.0;"2022-12-25"
2447120;"CUST_12";"Beverages";3;26;78.0;"2023-07-01"
2447361;"CUST_07";"Milk Products";1;20;20.0;"2023-04-06"
2449565;"CUST_08";"Food";5;11;55.0;"2024-06-12"
2450206;"CUST_24";"Furniture";9;5;45.0;"2023-07-21"
2450919;"CUST_15";"Furniture";0;0;0.0;"2024-04-11"
2453156;"CUST_21";"Furniture";1;41;41.0;"2022-09-02"
2453313;"CUST_17";"Patisserie";4;37;146.0;"2023-04-20"
2453867;"CUST_03";"Food";7;17;119.0;"2023-07-02"
2455053;"CUST_12";"Milk Products";2;5;10.0;"2022-04-14"
2455842;"CUST_14";"Electric household essentials";3;16;46.5;"2024-05-26"
2456117;"CUST_13";"Furniture";5;25;122.5;"2024-08-20"
2456405;"CUST_13";"Food";2;34;67.0;"2023-04-28"
2456641;"CUST_15";"Beverages";2;41;82.0;"2022-05-04"
2457102;"CUST_18";"Furniture";3;41;123.0;"2022-03-10"
2458089;"CUST_16";"Butchers";8;11;88.0;"2023-10-23"
2458698;"CUST_05";"Patisserie";3;14;42.0;"2022-08-27"
2458841;"CUST_10";"Furniture";5;40;197.5;"2023-05-19"
2459307;"CUST_22";"Milk Products";4;28;110.0;"2023-04-05"
2459628;"CUST_25";"Food";8;20;160.0;"2024-03-07"
2459842;"CUST_12";"Patisserie";1;31;30.5;"2024-07-29"
2460488;"CUST_24";"Beverages";1;37;36.5;"2024-05-16"
2461753;"CUST_12";"Computers and electric accessories";10;32;320.0;"2022-10-18"
2462572;"CUST_19";"Patisserie";9;13;112.5;"2022-08-25"
2463351;"CUST_19";"Computers and electric accessories";10;7;65.0;"2022-08-12"
2464833;"CUST_24";"Electric household essentials";6;28;165.0;"2024-02-09"
2464906;"CUST_11";"Milk Products";5;40;197.5;"2024-12-27"
2466028;"CUST_04";"Butchers";1;14;14.0;"2022-11-29"
2466081;"CUST_03";"Beverages";6;10;57.0;"2024-09-30"
2467589;"CUST_02";"Furniture";10;11;110.0;"2022-07-02"
2471176;"CUST_12";"Computers and electric accessories";7;16;108.5;"2024-12-03"
2472029;"CUST_07";"Electric household essentials";7;10;66.5;"2022-11-29"
2472234;"CUST_08";"Butchers";8;26;208.0;"2022-01-23"
2472483;"CUST_21";"Electric household essentials";2;32;64.0;"2022-09-18"
2474922;"CUST_17";"Patisserie";1;29;29.0;"2022-09-24"
2474939;"CUST_19";"Furniture";2;38;76.0;"2024-01-03"
2475853;"CUST_05";"Furniture";5;11;55.0;"2024-12-29"
2476664;"CUST_23";"Food";5;19;92.5;"2023-02-07"
2477555;"CUST_20";"Butchers";1;5;5.0;"2024-01-01"
2477647;"CUST_03";"Food";2;10;19.0;"2024-04-22"
2477774;"CUST_23";"Food";0;0;0.0;"2022-08-16"
2477784;"CUST_16";"Electric household essentials";1;19;18.5;"2022-04-24"
2477793;"CUST_14";"Computers and electric accessories";8;17;136.0;"2022-09-26"
2478548;"CUST_19";"Patisserie";4;22;86.0;"2024-07-27"
2478592;"CUST_14";"Patisserie";10;29;290.0;"2024-10-08"
2478597;"CUST_07";"Computers and electric accessories";0;0;0.0;"2024-09-06"
2479039;"CUST_16";"Food";4;23;92.0;"2024-01-29"
